,Id,City,State
607,607,Lontras,Santa Catarina
608,608,Lontras,Santa Catarina
609,609,4209904,Santa Catarina
610,610,152,Santa Catarina
611,611,Luiz Alves,Santa Catarina
612,612,Luiz Alves,Santa Catarina
613,613,4210001,Santa Catarina
614,614,153,Santa Catarina
615,615,Luzerna,Santa Catarina
616,616,Luzerna,Santa Catarina
617,617,4210035,Santa Catarina
618,618,154,Santa Catarina
619,619,Macieira,Santa Catarina
620,620,Macieira,Santa Catarina
621,621,4210050,Santa Catarina
622,622,155,Santa Catarina
623,623,Mafra,Santa Catarina
624,624,Mafra,Santa Catarina
625,625,4210100,Santa Catarina
626,626,156,Santa Catarina
627,627,Major Gercino,Santa Catarina
628,628,Major Gercino,Santa Catarina
629,629,4210209,Santa Catarina
630,630,157,Santa Catarina
631,631,Major Vieira,Santa Catarina
632,632,Major Vieira,Santa Catarina
633,633,4210308,Santa Catarina
634,634,158,Santa Catarina
635,635,Maracajá,Santa Catarina
636,636,Maracajá,Santa Catarina
637,637,4210407,Santa Catarina
638,638,159,Santa Catarina
639,639,Maravilha,Santa Catarina
640,640,Maravilha,Santa Catarina
641,641,4210506,Santa Catarina
642,642,160,Santa Catarina
643,643,Marema,Santa Catarina
644,644,Marema,Santa Catarina
645,645,4210555,Santa Catarina
646,646,161,Santa Catarina
647,647,Massaranduba,Santa Catarina
648,648,Massaranduba,Santa Catarina
649,649,4210605,Santa Catarina
650,650,162,Santa Catarina
651,651,Matos Costa,Santa Catarina
652,652,Matos Costa,Santa Catarina
653,653,4210704,Santa Catarina
654,654,163,Santa Catarina
655,655,Meleiro,Santa Catarina
656,656,Meleiro,Santa Catarina
657,657,4210803,Santa Catarina
658,658,164,Santa Catarina
659,659,Mirim Doce,Santa Catarina
660,660,Mirim Doce,Santa Catarina
661,661,4210852,Santa Catarina
662,662,165,Santa Catarina
663,663,Modelo,Santa Catarina
664,664,Modelo,Santa Catarina
665,665,4210902,Santa Catarina
666,666,166,Santa Catarina
667,667,Mondaí,Santa Catarina
668,668,Mondaí,Santa Catarina
669,669,4211009,Santa Catarina
670,670,167,Santa Catarina
671,671,Monte Carlo,Santa Catarina
672,672,Monte Carlo,Santa Catarina
673,673,4211058,Santa Catarina
674,674,168,Santa Catarina
675,675,Monte Castelo,Santa Catarina
676,676,Monte Castelo,Santa Catarina
677,677,4211108,Santa Catarina
678,678,169,Santa Catarina
679,679,Morro da Fumaça,Santa Catarina
680,680,Morro da Fumaça,Santa Catarina
681,681,4211207,Santa Catarina
682,682,170,Santa Catarina
683,683,Morro Grande,Santa Catarina
684,684,Morro Grande,Santa Catarina
685,685,4211256,Santa Catarina
686,686,171,Santa Catarina
687,687,Navegantes,Santa Catarina
688,688,Navegantes,Santa Catarina
689,689,4211306,Santa Catarina
690,690,172,Santa Catarina
691,691,Nova Erechim,Santa Catarina
692,692,Nova Erechim,Santa Catarina
693,693,4211405,Santa Catarina
694,694,173,Santa Catarina
695,695,Nova Itaberaba,Santa Catarina
696,696,Nova Itaberaba,Santa Catarina
697,697,4211454,Santa Catarina
698,698,174,Santa Catarina
699,699,Nova Trento,Santa Catarina
700,700,Nova Trento,Santa Catarina
701,701,4211504,Santa Catarina
702,702,175,Santa Catarina
703,703,Nova Veneza,Santa Catarina
704,704,Nova Veneza,Santa Catarina
705,705,4211603,Santa Catarina
706,706,176,Santa Catarina
707,707,Novo Horizonte,Santa Catarina
708,708,Novo Horizonte,Santa Catarina
709,709,4211652,Santa Catarina
710,710,177,Santa Catarina
711,711,Orleans,Santa Catarina
712,712,Orleans,Santa Catarina
713,713,4211702,Santa Catarina
714,714,178,Santa Catarina
715,715,Otacílio Costa,Santa Catarina
716,716,Otacílio Costa,Santa Catarina
717,717,4211751,Santa Catarina
718,718,179,Santa Catarina
719,719,Ouro,Santa Catarina
720,720,Ouro,Santa Catarina
721,721,4211801,Santa Catarina
722,722,180,Santa Catarina
723,723,Ouro Verde,Santa Catarina
724,724,Ouro Verde,Santa Catarina
725,725,4211850,Santa Catarina
726,726,181,Santa Catarina
727,727,Paial,Santa Catarina
728,728,Paial,Santa Catarina
729,729,4211876,Santa Catarina
730,730,182,Santa Catarina
731,731,Painel,Santa Catarina
732,732,Painel,Santa Catarina
733,733,4211892,Santa Catarina
734,734,183,Santa Catarina
735,735,Palhoça,Santa Catarina
736,736,Palhoça,Santa Catarina
737,737,4211900,Santa Catarina
738,738,184,Santa Catarina
739,739,Palma Sola,Santa Catarina
740,740,Palma Sola,Santa Catarina
741,741,4212007,Santa Catarina
742,742,185,Santa Catarina
743,743,Palmeira,Santa Catarina
744,744,Palmeira,Santa Catarina
745,745,4212056,Santa Catarina
746,746,186,Santa Catarina
747,747,Palmitos,Santa Catarina
748,748,Palmitos,Santa Catarina
749,749,4212106,Santa Catarina
750,750,187,Santa Catarina
751,751,Papanduva,Santa Catarina
752,752,Papanduva,Santa Catarina
753,753,4212205,Santa Catarina
754,754,188,Santa Catarina
755,755,Paraíso,Santa Catarina
756,756,Paraíso,Santa Catarina
757,757,4212239,Santa Catarina
758,758,189,Santa Catarina
759,759,Passo de Torres,Santa Catarina
760,760,Passo de Torres,Santa Catarina
761,761,4212254,Santa Catarina
762,762,190,Santa Catarina
763,763,Passos Maia,Santa Catarina
764,764,Passos Maia,Santa Catarina
765,765,4212270,Santa Catarina
766,766,191,Santa Catarina
767,767,Paulo Lopes,Santa Catarina
768,768,Paulo Lopes,Santa Catarina
769,769,4212304,Santa Catarina
770,770,192,Santa Catarina
771,771,Pedras Grandes,Santa Catarina
772,772,Pedras Grandes,Santa Catarina
773,773,4212403,Santa Catarina
774,774,193,Santa Catarina
775,775,Penha,Santa Catarina
776,776,Penha,Santa Catarina
777,777,4212502,Santa Catarina
778,778,194,Santa Catarina
779,779,Peritiba,Santa Catarina
780,780,Peritiba,Santa Catarina
781,781,4212601,Santa Catarina
782,782,195,Santa Catarina
783,783,Pescaria Brava,Santa Catarina
784,784,Pescaria Brava,Santa Catarina
785,785,4212650,Santa Catarina
786,786,"
",Santa Catarina
787,787,196,Santa Catarina
788,788,Petrolândia,Santa Catarina
789,789,Petrolândia,Santa Catarina
790,790,4212700,Santa Catarina
791,791,197,Santa Catarina
792,792,Pinhalzinho,Santa Catarina
793,793,Pinhalzinho,Santa Catarina
794,794,4212908,Santa Catarina
795,795,198,Santa Catarina
796,796,Pinheiro Preto,Santa Catarina
797,797,Pinheiro Preto,Santa Catarina
798,798,4213005,Santa Catarina
799,799,199,Santa Catarina
800,800,Piratuba,Santa Catarina
801,801,Piratuba,Santa Catarina
802,802,4213104,Santa Catarina
803,803,200,Santa Catarina
804,804,Planalto Alegre,Santa Catarina
805,805,Planalto Alegre,Santa Catarina
806,806,4213153,Santa Catarina
807,807,201,Santa Catarina
808,808,Pomerode,Santa Catarina
809,809,Pomerode,Santa Catarina
810,810,4213203,Santa Catarina
811,811,202,Santa Catarina
812,812,Ponte Alta,Santa Catarina
813,813,Ponte Alta,Santa Catarina
814,814,4213302,Santa Catarina
815,815,203,Santa Catarina
816,816,Ponte Alta do Norte,Santa Catarina
817,817,Ponte Alta do Norte,Santa Catarina
818,818,4213351,Santa Catarina
819,819,204,Santa Catarina
820,820,Ponte Serrada,Santa Catarina
821,821,Ponte Serrada,Santa Catarina
822,822,4213401,Santa Catarina
823,823,205,Santa Catarina
824,824,Porto Belo,Santa Catarina
825,825,Porto Belo,Santa Catarina
826,826,4213500,Santa Catarina
827,827,206,Santa Catarina
828,828,Porto União,Santa Catarina
829,829,Porto União,Santa Catarina
830,830,4213609,Santa Catarina
831,831,207,Santa Catarina
832,832,Pouso Redondo,Santa Catarina
833,833,Pouso Redondo,Santa Catarina
834,834,4213708,Santa Catarina
835,835,208,Santa Catarina
836,836,Praia Grande,Santa Catarina
837,837,Praia Grande,Santa Catarina
838,838,4213807,Santa Catarina
839,839,209,Santa Catarina
840,840,Presidente Castello Branco,Santa Catarina
841,841,Presidente Castello Branco,Santa Catarina
842,842,4213906,Santa Catarina
843,843,210,Santa Catarina
844,844,Presidente Getúlio,Santa Catarina
845,845,Presidente Getúlio,Santa Catarina
846,846,4214003,Santa Catarina
847,847,211,Santa Catarina
848,848,Presidente Nereu,Santa Catarina
849,849,Presidente Nereu,Santa Catarina
850,850,4214102,Santa Catarina
851,851,212,Santa Catarina
852,852,Princesa,Santa Catarina
853,853,Princesa,Santa Catarina
854,854,4214151,Santa Catarina
855,855,213,Santa Catarina
856,856,Quilombo,Santa Catarina
857,857,Quilombo,Santa Catarina
858,858,4214201,Santa Catarina
859,859,214,Santa Catarina
860,860,Rancho Queimado,Santa Catarina
861,861,Rancho Queimado,Santa Catarina
862,862,4214300,Santa Catarina
863,863,215,Santa Catarina
864,864,Rio das Antas,Santa Catarina
865,865,Rio das Antas,Santa Catarina
866,866,4214409,Santa Catarina
867,867,216,Santa Catarina
868,868,Rio do Campo,Santa Catarina
869,869,Rio do Campo,Santa Catarina
870,870,4214508,Santa Catarina
871,871,217,Santa Catarina
872,872,Rio do Oeste,Santa Catarina
873,873,Rio do Oeste,Santa Catarina
874,874,4214607,Santa Catarina
875,875,218,Santa Catarina
876,876,Rio do Sul,Santa Catarina
877,877,Rio do Sul,Santa Catarina
878,878,4214805,Santa Catarina
879,879,219,Santa Catarina
880,880,Rio dos Cedros,Santa Catarina
881,881,Rio dos Cedros,Santa Catarina
882,882,4214706,Santa Catarina
883,883,220,Santa Catarina
884,884,Rio Fortuna,Santa Catarina
885,885,Rio Fortuna,Santa Catarina
886,886,4214904,Santa Catarina
887,887,221,Santa Catarina
888,888,Rio Negrinho,Santa Catarina
889,889,Rio Negrinho,Santa Catarina
890,890,4215000,Santa Catarina
891,891,222,Santa Catarina
892,892,Rio Rufino,Santa Catarina
893,893,Rio Rufino,Santa Catarina
894,894,4215059,Santa Catarina
895,895,223,Santa Catarina
896,896,Riqueza,Santa Catarina
897,897,Riqueza,Santa Catarina
898,898,4215075,Santa Catarina
899,899,224,Santa Catarina
900,900,Rodeio,Santa Catarina
901,901,Rodeio,Santa Catarina
902,902,4215109,Santa Catarina
903,903,225,Santa Catarina
904,904,Romelândia,Santa Catarina
905,905,Romelândia,Santa Catarina
906,906,4215208,Santa Catarina
907,907,226,Santa Catarina
908,908,Salete,Santa Catarina
909,909,Salete,Santa Catarina
910,910,4215307,Santa Catarina
911,911,227,Santa Catarina
912,912,Saltinho,Santa Catarina
913,913,Saltinho,Santa Catarina
914,914,4215356,Santa Catarina
915,915,228,Santa Catarina
916,916,Salto Veloso,Santa Catarina
917,917,Salto Veloso,Santa Catarina
918,918,4215406,Santa Catarina
919,919,229,Santa Catarina
920,920,Sangão,Santa Catarina
921,921,Sangão,Santa Catarina
922,922,4215455,Santa Catarina
923,923,230,Santa Catarina
924,924,Santa Cecília,Santa Catarina
925,925,Santa Cecília,Santa Catarina
926,926,4215505,Santa Catarina
927,927,231,Santa Catarina
928,928,Santa Helena,Santa Catarina
929,929,Santa Helena,Santa Catarina
930,930,4215554,Santa Catarina
931,931,232,Santa Catarina
932,932,Santa Rosa de Lima,Santa Catarina
933,933,Santa Rosa de Lima,Santa Catarina
934,934,4215604,Santa Catarina
935,935,233,Santa Catarina
936,936,Santa Rosa do Sul,Santa Catarina
937,937,Santa Rosa do Sul,Santa Catarina
938,938,4215653,Santa Catarina
939,939,234,Santa Catarina
940,940,Santa Terezinha,Santa Catarina
941,941,Santa Terezinha,Santa Catarina
942,942,4215679,Santa Catarina
943,943,235,Santa Catarina
944,944,Santa Terezinha do Progresso,Santa Catarina
945,945,Santa Terezinha do Progresso,Santa Catarina
946,946,4215687,Santa Catarina
947,947,236,Santa Catarina
948,948,Santiago do Sul,Santa Catarina
949,949,Santiago do Sul,Santa Catarina
950,950,4215695,Santa Catarina
951,951,237,Santa Catarina
952,952,Santo Amaro da Imperatriz,Santa Catarina
953,953,Santo Amaro da Imperatriz,Santa Catarina
954,954,4215703,Santa Catarina
955,955,238,Santa Catarina
956,956,São Bento do Sul,Santa Catarina
957,957,São Bento do Sul,Santa Catarina
958,958,4215802,Santa Catarina
959,959,239,Santa Catarina
960,960,São Bernardino,Santa Catarina
961,961,São Bernardino,Santa Catarina
962,962,4215752,Santa Catarina
963,963,240,Santa Catarina
964,964,São Bonifácio,Santa Catarina
965,965,São Bonifácio,Santa Catarina
966,966,4215901,Santa Catarina
967,967,241,Santa Catarina
968,968,São Carlos,Santa Catarina
969,969,São Carlos,Santa Catarina
970,970,4216008,Santa Catarina
971,971,242,Santa Catarina
972,972,São Cristóvão do Sul,Santa Catarina
973,973,São Cristóvão do Sul,Santa Catarina
974,974,4216057,Santa Catarina
975,975,243,Santa Catarina
976,976,São Domingos,Santa Catarina
977,977,São Domingos,Santa Catarina
978,978,4216107,Santa Catarina
979,979,244,Santa Catarina
980,980,São Francisco do Sul,Santa Catarina
981,981,São Francisco do Sul,Santa Catarina
982,982,4216206,Santa Catarina
983,983,245,Santa Catarina
984,984,São João Batista,Santa Catarina
985,985,São João Batista,Santa Catarina
986,986,4216305,Santa Catarina
987,987,246,Santa Catarina
988,988,São João do Itaperiú,Santa Catarina
989,989,São João do Itaperiú,Santa Catarina
990,990,4216354,Santa Catarina
991,991,247,Santa Catarina
992,992,São João do Oeste,Santa Catarina
993,993,São João do Oeste,Santa Catarina
994,994,4216255,Santa Catarina
995,995,248,Santa Catarina
996,996,São João do Sul,Santa Catarina
997,997,São João do Sul,Santa Catarina
998,998,4216404,Santa Catarina
999,999,249,Santa Catarina
1000,1000,São Joaquim,Santa Catarina
1001,1001,São Joaquim,Santa Catarina
1002,1002,4216503,Santa Catarina
1003,1003,250,Santa Catarina
1004,1004,São José,Santa Catarina
1005,1005,São José,Santa Catarina
1006,1006,4216602,Santa Catarina
1007,1007,251,Santa Catarina
1008,1008,São José do Cedro,Santa Catarina
1009,1009,São José do Cedro,Santa Catarina
1010,1010,4216701,Santa Catarina
1011,1011,252,Santa Catarina
1012,1012,São José do Cerrito,Santa Catarina
1013,1013,São José do Cerrito,Santa Catarina
1014,1014,4216800,Santa Catarina
1015,1015,253,Santa Catarina
1016,1016,São Lourenço do Oeste,Santa Catarina
1017,1017,São Lourenço do Oeste,Santa Catarina
1018,1018,4216909,Santa Catarina
1019,1019,254,Santa Catarina
1020,1020,São Ludgero,Santa Catarina
1021,1021,São Ludgero,Santa Catarina
1022,1022,4217006,Santa Catarina
1023,1023,255,Santa Catarina
1024,1024,São Martinho,Santa Catarina
1025,1025,São Martinho,Santa Catarina
1026,1026,4217105,Santa Catarina
1027,1027,256,Santa Catarina
1028,1028,São Miguel da Boa Vista,Santa Catarina
1029,1029,São Miguel da Boa Vista,Santa Catarina
1030,1030,4217154,Santa Catarina
1031,1031,257,Santa Catarina
1032,1032,São Miguel do Oeste,Santa Catarina
1033,1033,São Miguel do Oeste,Santa Catarina
1034,1034,4217204,Santa Catarina
1035,1035,258,Santa Catarina
1036,1036,São Pedro de Alcântara,Santa Catarina
1037,1037,São Pedro de Alcântara,Santa Catarina
1038,1038,4217253,Santa Catarina
1039,1039,259,Santa Catarina
1040,1040,Saudades,Santa Catarina
1041,1041,Saudades,Santa Catarina
1042,1042,4217303,Santa Catarina
1043,1043,260,Santa Catarina
1044,1044,Schroeder,Santa Catarina
1045,1045,Schroeder,Santa Catarina
1046,1046,4217402,Santa Catarina
1047,1047,261,Santa Catarina
1048,1048,Seara,Santa Catarina
1049,1049,Seara,Santa Catarina
1050,1050,4217501,Santa Catarina
1051,1051,262,Santa Catarina
1052,1052,Serra Alta,Santa Catarina
1053,1053,Serra Alta,Santa Catarina
1054,1054,4217550,Santa Catarina
1055,1055,263,Santa Catarina
1056,1056,Siderópolis,Santa Catarina
1057,1057,Siderópolis,Santa Catarina
1058,1058,4217600,Santa Catarina
1059,1059,264,Santa Catarina
1060,1060,Sombrio,Santa Catarina
1061,1061,Sombrio,Santa Catarina
1062,1062,4217709,Santa Catarina
1063,1063,265,Santa Catarina
1064,1064,Sul Brasil,Santa Catarina
1065,1065,Sul Brasil,Santa Catarina
1066,1066,4217758,Santa Catarina
1067,1067,266,Santa Catarina
1068,1068,Taió,Santa Catarina
1069,1069,Taió,Santa Catarina
1070,1070,4217808,Santa Catarina
1071,1071,267,Santa Catarina
1072,1072,Tangará,Santa Catarina
1073,1073,Tangará,Santa Catarina
1074,1074,4217907,Santa Catarina
1075,1075,268,Santa Catarina
1076,1076,Tigrinhos,Santa Catarina
1077,1077,Tigrinhos,Santa Catarina
1078,1078,4217956,Santa Catarina
1079,1079,269,Santa Catarina
1080,1080,Tijucas,Santa Catarina
1081,1081,Tijucas,Santa Catarina
1082,1082,4218004,Santa Catarina
1083,1083,270,Santa Catarina
1084,1084,Timbé do Sul,Santa Catarina
1085,1085,Timbé do Sul,Santa Catarina
1086,1086,4218103,Santa Catarina
1087,1087,271,Santa Catarina
1088,1088,Timbó,Santa Catarina
1089,1089,Timbó,Santa Catarina
1090,1090,4218202,Santa Catarina
1091,1091,272,Santa Catarina
1092,1092,Timbó Grande,Santa Catarina
1093,1093,Timbó Grande,Santa Catarina
1094,1094,4218251,Santa Catarina
1095,1095,273,Santa Catarina
1096,1096,Três Barras,Santa Catarina
1097,1097,Três Barras,Santa Catarina
1098,1098,4218301,Santa Catarina
1099,1099,274,Santa Catarina
1100,1100,Treviso,Santa Catarina
1101,1101,Treviso,Santa Catarina
1102,1102,4218350,Santa Catarina
1103,1103,275,Santa Catarina
1104,1104,Treze de Maio,Santa Catarina
1105,1105,Treze de Maio,Santa Catarina
1106,1106,4218400,Santa Catarina
1107,1107,276,Santa Catarina
1108,1108,Treze Tílias,Santa Catarina
1109,1109,Treze Tílias,Santa Catarina
1110,1110,4218509,Santa Catarina
1111,1111,277,Santa Catarina
1112,1112,Trombudo Central,Santa Catarina
1113,1113,Trombudo Central,Santa Catarina
1114,1114,4218608,Santa Catarina
1115,1115,278,Santa Catarina
1116,1116,Tubarão,Santa Catarina
1117,1117,Tubarão,Santa Catarina
1118,1118,4218707,Santa Catarina
1119,1119,279,Santa Catarina
1120,1120,Tunápolis,Santa Catarina
1121,1121,Tunápolis,Santa Catarina
1122,1122,4218756,Santa Catarina
1123,1123,280,Santa Catarina
1124,1124,Turvo,Santa Catarina
1125,1125,Turvo,Santa Catarina
1126,1126,4218806,Santa Catarina
1127,1127,281,Santa Catarina
1128,1128,União do Oeste,Santa Catarina
1129,1129,União do Oeste,Santa Catarina
1130,1130,4218855,Santa Catarina
1131,1131,282,Santa Catarina
1132,1132,Urubici,Santa Catarina
1133,1133,Urubici,Santa Catarina
1134,1134,4218905,Santa Catarina
1135,1135,283,Santa Catarina
1136,1136,Urupema,Santa Catarina
1137,1137,Urupema,Santa Catarina
1138,1138,4218954,Santa Catarina
1139,1139,284,Santa Catarina
1140,1140,Urussanga,Santa Catarina
1141,1141,Urussanga,Santa Catarina
1142,1142,4219002,Santa Catarina
1143,1143,285,Santa Catarina
1144,1144,Vargeão,Santa Catarina
1145,1145,Vargeão,Santa Catarina
1146,1146,4219101,Santa Catarina
1147,1147,286,Santa Catarina
1148,1148,Vargem,Santa Catarina
1149,1149,Vargem,Santa Catarina
1150,1150,4219150,Santa Catarina
1151,1151,287,Santa Catarina
1152,1152,Vargem Bonita,Santa Catarina
1153,1153,Vargem Bonita,Santa Catarina
1154,1154,4219176,Santa Catarina
1155,1155,288,Santa Catarina
1156,1156,Vidal Ramos,Santa Catarina
1157,1157,Vidal Ramos,Santa Catarina
1158,1158,4219200,Santa Catarina
1159,1159,289,Santa Catarina
1160,1160,Videira,Santa Catarina
1161,1161,Videira,Santa Catarina
1162,1162,4219309,Santa Catarina
1163,1163,290,Santa Catarina
1164,1164,Vitor Meireles,Santa Catarina
1165,1165,Vitor Meireles,Santa Catarina
1166,1166,4219358,Santa Catarina
1167,1167,291,Santa Catarina
1168,1168,Witmarsum,Santa Catarina
1169,1169,Witmarsum,Santa Catarina
1170,1170,4219408,Santa Catarina
1171,1171,292,Santa Catarina
1172,1172,Xanxerê,Santa Catarina
1173,1173,Xanxerê,Santa Catarina
1174,1174,4219507,Santa Catarina
1175,1175,293,Santa Catarina
1176,1176,Xavantina,Santa Catarina
1177,1177,Xavantina,Santa Catarina
1178,1178,4219606,Santa Catarina
1179,1179,294,Santa Catarina
1180,1180,Xaxim,Santa Catarina
1181,1181,Xaxim,Santa Catarina
1182,1182,4219705,Santa Catarina
1183,1183,295,Santa Catarina
1184,1184,Zortéa,Santa Catarina
1185,1185,Zortéa,Santa Catarina
1186,1186,4219853,Santa Catarina
